topic,alpha,word,weight
3,0.0491190956814329,scholarship,1089
3,0.0491190956814329,intellectual,1065
3,0.0491190956814329,first,995
3,0.0491190956814329,association,968
3,0.0491190956814329,departments,935
3,0.0491190956814329,need,922
3,0.0491190956814329,faculty,910
3,0.0491190956814329,american,887
3,0.0491190956814329,scholarly,882
3,0.0491190956814329,higher,853
3,0.0491190956814329,future,817
3,0.0491190956814329,universities,783
3,0.0491190956814329,become,780
3,0.0491190956814329,united,778
3,0.0491190956814329,address,734
3,0.0491190956814329,knowledge,713
3,0.0491190956814329,national,699
3,0.0491190956814329,studies,656
3,0.0491190956814329,part,645
3,0.0491190956814329,programs,628
3,0.0491190956814329,teach,626
3,0.0491190956814329,college,621
3,0.0491190956814329,program,614
3,0.0491190956814329,personal,596
3,0.0491190956814329,change,588
3,0.0491190956814329,state,583
3,0.0491190956814329,literature,573
3,0.0491190956814329,scholar,571
3,0.0491190956814329,today,566
3,0.0491190956814329,states,563
3,0.0491190956814329,teachers,562
3,0.0491190956814329,student,545
4,0.13539972717677,point,2340
4,0.13539972717677,seems,1982
4,0.13539972717677,view,1908
4,0.13539972717677,makes,1871
4,0.13539972717677,comic,1700
4,0.13539972717677,use,1532
4,0.13539972717677,role,1206
4,0.13539972717677,critics,1178
4,0.13539972717677,important,1115
4,0.13539972717677,terms,1113
4,0.13539972717677,audience,1106
4,0.13539972717677,evidence,1024
4,0.13539972717677,irony,1017
4,0.13539972717677,earlier,1010
4,0.13539972717677,simply,1007
4,0.13539972717677,argument,989
4,0.13539972717677,text,974
4,0.13539972717677,action,966
4,0.13539972717677,final,958
4,0.13539972717677,clearly,925
4,0.13539972717677,readers,900
4,0.13539972717677,critical,868
4,0.13539972717677,relationship,862
4,0.13539972717677,suggests,856
4,0.13539972717677,major,850
4,0.13539972717677,art,830
4,0.13539972717677,moral,830
4,0.13539972717677,neither,811
4,0.13539972717677,interpretation,810
4,0.13539972717677,humor,802
4,0.13539972717677,position,794
4,0.13539972717677,ironic,789
4,0.13539972717677,central,760
4,0.13539972717677,subject,758
4,0.13539972717677,university,757
4,0.13539972717677,uses,750
4,0.13539972717677,effect,744
4,0.13539972717677,sees,741
4,0.13539972717677,further,727
4,0.13539972717677,figure,726
4,0.13539972717677,rhetorical,716
4,0.13539972717677,structure,700
4,0.13539972717677,similar,699
4,0.13539972717677,comedy,697
4,0.13539972717677,especially,693
4,0.13539972717677,appears,691
4,0.13539972717677,calls,690
4,0.13539972717677,response,688
4,0.13539972717677,traditional,682
4,0.13539972717677,points,681
5,0.0307625080180831,london,1706
5,0.0307625080180831,new,1342
5,0.0307625080180831,sir,1105
5,0.0307625080180831,several,1074
5,0.0307625080180831,company,893
5,0.0307625080180831,royal,843
5,0.0307625080180831,year,790
5,0.0307625080180831,acted,783
5,0.0307625080180831,years,747
5,0.0307625080180831,said,729
5,0.0307625080180831,day,722
5,0.0307625080180831,july,695
5,0.0307625080180831,june,669
5,0.0307625080180831,printed,612
5,0.0307625080180831,records,611
5,0.0307625080180831,part,605
5,0.0307625080180831,entertainments,534
5,0.0307625080180831,oxford,510
5,0.0307625080180831,bishop,509
5,0.0307625080180831,house,508
5,0.0307625080180831,name,500
5,0.0307625080180831,king,489
5,0.0307625080180831,dec,466
5,0.0307625080180831,march,463
5,0.0307625080180831,man,461
5,0.0307625080180831,persons,454
5,0.0307625080180831,oct,452
5,0.0307625080180831,april,451
5,0.0307625080180831,record,446
5,0.0307625080180831,entry,442
5,0.0307625080180831,earl,433
5,0.0307625080180831,singing,421
5,0.0307625080180831,date,418
5,0.0307625080180831,court,410
5,0.0307625080180831,feb,406
5,0.0307625080180831,nov,404
5,0.0307625080180831,written,388
5,0.0307625080180831,monsieur,387
5,0.0307625080180831,aug,384
5,0.0307625080180831,late,383
5,0.0307625080180831,church,375
5,0.0307625080180831,great,365
5,0.0307625080180831,last,361
5,0.0307625080180831,theater,360
5,0.0307625080180831,men,359
5,0.0307625080180831,money,357
5,0.0307625080180831,another,355
5,0.0307625080180831,called,347
5,0.0307625080180831,paid,341
5,0.0307625080180831,office,328
6,0.0856075646666159,god,7638
6,0.0856075646666159,christian,5605
6,0.0856075646666159,religious,4059
6,0.0856075646666159,church,3510
6,0.0856075646666159,christ,3438
6,0.0856075646666159,divine,2649
6,0.0856075646666159,paradise,2465
6,0.0856075646666159,religion,1980
6,0.0856075646666159,holy,1859
6,0.0856075646666159,spiritual,1830
6,0.0856075646666159,old,1729
6,0.0856075646666159,lost,1682
6,0.0856075646666159,biblical,1668
6,0.0856075646666159,faith,1654
6,0.0856075646666159,soul,1554
6,0.0856075646666159,heaven,1475
6,0.0856075646666159,book,1446
6,0.0856075646666159,satan,1434
6,0.0856075646666159,spirit,1319
6,0.0856075646666159,grace,1310
6,0.0856075646666159,medieval,1308
6,0.0856075646666159,doctrine,1303
6,0.0856075646666159,bible,1258
6,0.0856075646666159,eve,1233
6,0.0856075646666159,new,1185
6,0.0856075646666159,catholic,1077
6,0.0856075646666159,jesus,1032
6,0.0856075646666159,tradition,1010
6,0.0856075646666159,theological,1004
6,0.0856075646666159,hell,988
6,0.0856075646666159,testament,941
6,0.0856075646666159,fall,919
6,0.0856075646666159,christianity,900
6,0.0856075646666159,sermon,832
6,0.0856075646666159,angels,821
6,0.0856075646666159,saint,764
6,0.0856075646666159,sacred,760
6,0.0856075646666159,devil,751
6,0.0856075646666159,father,726
6,0.0856075646666159,middle,715
6,0.0856075646666159,prayer,711
6,0.0856075646666159,scripture,692
6,0.0856075646666159,judgment,686
6,0.0856075646666159,body,684
6,0.0856075646666159,theology,681
6,0.0856075646666159,secular,676
6,0.0856075646666159,century,663
6,0.0856075646666159,salvation,654
6,0.0856075646666159,authority,654
6,0.0856075646666159,works,645
7,0.0683314601022789,social,9328
7,0.0683314601022789,political,4567
7,0.0683314601022789,society,4028
7,0.0683314601022789,public,2915
7,0.0683314601022789,class,2254
7,0.0683314601022789,economic,1539
7,0.0683314601022789,private,1191
7,0.0683314601022789,politics,1187
7,0.0683314601022789,system,977
7,0.0683314601022789,power,916
7,0.0683314601022789,labor,913
7,0.0683314601022789,community,890
7,0.0683314601022789,moral,890
7,0.0683314601022789,revolution,853
7,0.0683314601022789,bourgeois,847
7,0.0683314601022789,individual,798
7,0.0683314601022789,money,762
7,0.0683314601022789,value,747
7,0.0683314601022789,culture,713
7,0.0683314601022789,revolutionary,665
7,0.0683314601022789,modern,649
7,0.0683314601022789,common,645
7,0.0683314601022789,poor,631
7,0.0683314601022789,state,628
7,0.0683314601022789,contemporary,623
7,0.0683314601022789,market,594
7,0.0683314601022789,economy,594
7,0.0683314601022789,personal,591
7,0.0683314601022789,working,572
7,0.0683314601022789,cultural,572
7,0.0683314601022789,aristocratic,565
7,0.0683314601022789,liberal,520
7,0.0683314601022789,ideal,516
7,0.0683314601022789,wealth,513
7,0.0683314601022789,capital,513
7,0.0683314601022789,middle,497
7,0.0683314601022789,exchange,490
7,0.0683314601022789,country,487
7,0.0683314601022789,classes,480
7,0.0683314601022789,government,471
7,0.0683314601022789,property,469
7,0.0683314601022789,collective,466
7,0.0683314601022789,nineteenth,461
7,0.0683314601022789,production,460
7,0.0683314601022789,popular,458
7,0.0683314601022789,forms,454
7,0.0683314601022789,control,451
7,0.0683314601022789,commercial,444
7,0.0683314601022789,century,442
7,0.0683314601022789,development,441
8,0.0786018731959219,nature,6133
8,0.0786018731959219,man,2865
8,0.0786018731959219,science,2794
8,0.0786018731959219,thought,2538
8,0.0786018731959219,natural,2530
8,0.0786018731959219,philosophy,2411
8,0.0786018731959219,mind,2342
8,0.0786018731959219,reason,2278
8,0.0786018731959219,ideas,2161
8,0.0786018731959219,theory,2083
8,0.0786018731959219,human,2069
8,0.0786018731959219,idea,2060
8,0.0786018731959219,new,1793
8,0.0786018731959219,god,1734
8,0.0786018731959219,things,1689
8,0.0786018731959219,truth,1651
8,0.0786018731959219,scientific,1497
8,0.0786018731959219,knowledge,1429
8,0.0786018731959219,world,1403
8,0.0786018731959219,great,1358
8,0.0786018731959219,doctrine,1247
8,0.0786018731959219,philosophical,1231
8,0.0786018731959219,spirit,1229
8,0.0786018731959219,men,1227
8,0.0786018731959219,soul,1153
8,0.0786018731959219,according,1115
8,0.0786018731959219,power,1077
8,0.0786018731959219,divine,1065
8,0.0786018731959219,conception,993
8,0.0786018731959219,intellectual,988
8,0.0786018731959219,good,980
8,0.0786018731959219,universe,957
8,0.0786018731959219,principle,924
8,0.0786018731959219,true,908
8,0.0786018731959219,essay,865
8,0.0786018731959219,religious,862
8,0.0786018731959219,view,856
8,0.0786018731959219,universal,837
8,0.0786018731959219,principles,833
8,0.0786018731959219,moral,826
8,0.0786018731959219,religion,821
8,0.0786018731959219,belief,810
8,0.0786018731959219,spiritual,798
8,0.0786018731959219,light,793
8,0.0786018731959219,matter,789
8,0.0786018731959219,argument,777
8,0.0786018731959219,order,770
8,0.0786018731959219,law,768
8,0.0786018731959219,modern,744
8,0.0786018731959219,creation,720
9,0.123130784068521,word,3705
9,0.123130784068521,words,3623
9,0.123130784068521,meaning,3527
9,0.123130784068521,use,3218
9,0.123130784068521,language,3121
9,0.123130784068521,sense,2790
9,0.123130784068521,two,2664
9,0.123130784068521,different,2055
9,0.123130784068521,used,2014
9,0.123130784068521,term,1635
9,0.123130784068521,terms,1622
9,0.123130784068521,means,1438
9,0.123130784068521,structure,1414
9,0.123130784068521,speech,1403
9,0.123130784068521,form,1380
9,0.123130784068521,general,1268
9,0.123130784068521,analysis,1206
9,0.123130784068521,style,1170
9,0.123130784068521,individual,1107
9,0.123130784068521,definition,1086
9,0.123130784068521,often,1022
9,0.123130784068521,common,1004
9,0.123130784068521,meanings,975
9,0.123130784068521,verbal,937
9,0.123130784068521,distinction,904
9,0.123130784068521,kind,900
9,0.123130784068521,particular,897
9,0.123130784068521,metaphor,886
9,0.123130784068521,concept,883
9,0.123130784068521,sound,877
9,0.123130784068521,elements,813
9,0.123130784068521,first,787
9,0.123130784068521,literal,780
9,0.123130784068521,order,777
9,0.123130784068521,expression,766
9,0.123130784068521,linguistic,752
9,0.123130784068521,process,749
9,0.123130784068521,sentence,749
9,0.123130784068521,phrase,748
9,0.123130784068521,second,748
9,0.123130784068521,human,742
9,0.123130784068521,context,741
9,0.123130784068521,method,700
9,0.123130784068521,examples,699
9,0.123130784068521,function,693
9,0.123130784068521,pattern,668
9,0.123130784068521,reader,661
9,0.123130784068521,basic,656
9,0.123130784068521,simple,616
9,0.123130784068521,semantic,610
10,0.0569107799458523,play,8731
10,0.0569107799458523,plays,4322
10,0.0569107799458523,stage,3785
10,0.0569107799458523,dramatic,3595
10,0.0569107799458523,drama,3465
10,0.0569107799458523,theater,3310
10,0.0569107799458523,scene,2433
10,0.0569107799458523,act,2371
10,0.0569107799458523,first,2117
10,0.0569107799458523,performance,2001
10,0.0569107799458523,audience,1876
10,0.0569107799458523,characters,1852
10,0.0569107799458523,two,1799
10,0.0569107799458523,comedy,1665
10,0.0569107799458523,shaw,1355
10,0.0569107799458523,new,1151
10,0.0569107799458523,theatrical,1073
10,0.0569107799458523,plot,1042
10,0.0569107799458523,action,1038
10,0.0569107799458523,scenes,1028
10,0.0569107799458523,three,939
10,0.0569107799458523,actors,936
10,0.0569107799458523,acting,869
10,0.0569107799458523,actor,821
10,0.0569107799458523,written,806
10,0.0569107799458523,played,791
10,0.0569107799458523,character,788
10,0.0569107799458523,comedies,778
10,0.0569107799458523,during,702
10,0.0569107799458523,modern,676
10,0.0569107799458523,early,667
10,0.0569107799458523,century,616
10,0.0569107799458523,restoration,611
10,0.0569107799458523,years,609
10,0.0569107799458523,production,600
10,0.0569107799458523,performances,586
10,0.0569107799458523,acts,581
10,0.0569107799458523,garrick,577
10,0.0569107799458523,several,575
10,0.0569107799458523,produced,573
10,0.0569107799458523,performed,564
10,0.0569107799458523,dramatist,557
10,0.0569107799458523,comic,509
10,0.0569107799458523,part,465
10,0.0569107799458523,role,459
10,0.0569107799458523,second,452
10,0.0569107799458523,theaters,443
10,0.0569107799458523,playwright,433
10,0.0569107799458523,used,430
10,0.0569107799458523,representation,395
11,0.055981097515871,love,12811
11,0.055981097515871,pastoral,2452
11,0.055981097515871,lover,1516
11,0.055981097515871,lovers,1463
11,0.055981097515871,lady,1316
11,0.055981097515871,passion,1191
11,0.055981097515871,courtly,914
11,0.055981097515871,honor,878
11,0.055981097515871,beauty,871
11,0.055981097515871,romantic,802
11,0.055981097515871,heroic,773
11,0.055981097515871,friendship,740
11,0.055981097515871,romance,697
11,0.055981097515871,ideal,655
11,0.055981097515871,court,605
11,0.055981097515871,tradition,578
11,0.055981097515871,conventional,538
11,0.055981097515871,shepherd,527
11,0.055981097515871,loved,486
11,0.055981097515871,loves,480
11,0.055981097515871,beloved,432
11,0.055981097515871,virtue,429
11,0.055981097515871,marriage,427
11,0.055981097515871,queen,421
11,0.055981097515871,happy,403
11,0.055981097515871,shepherds,399
11,0.055981097515871,passionate,392
11,0.055981097515871,conventions,389
11,0.055981097515871,heart,381
11,0.055981097515871,desire,350
11,0.055981097515871,king,348
11,0.055981097515871,lycidas,348
11,0.055981097515871,friend,347
11,0.055981097515871,eclogue,344
11,0.055981097515871,joy,336
11,0.055981097515871,beautiful,321
11,0.055981097515871,amorous,319
11,0.055981097515871,arcadia,313
11,0.055981097515871,literature,295
11,0.055981097515871,loving,292
11,0.055981097515871,young,290
11,0.055981097515871,conquest,272
11,0.055981097515871,platonic,259
11,0.055981097515871,orpheus,258
11,0.055981097515871,woman,247
11,0.055981097515871,pleasures,244
11,0.055981097515871,convention,231
11,0.055981097515871,renaissance,224
11,0.055981097515871,theme,223
11,0.055981097515871,italian,222
12,0.0404877987562299,american,9644
12,0.0404877987562299,new,4223
12,0.0404877987562299,black,3059
12,0.0404877987562299,white,2522
12,0.0404877987562299,african,2309
12,0.0404877987562299,america,2223
12,0.0404877987562299,cultural,1928
12,0.0404877987562299,united,1717
12,0.0404877987562299,states,1514
12,0.0404877987562299,national,1440
12,0.0404877987562299,world,1375
12,0.0404877987562299,native,1284
12,0.0404877987562299,culture,1243
12,0.0404877987562299,racial,1160
12,0.0404877987562299,european,1119
12,0.0404877987562299,colonial,1067
12,0.0404877987562299,race,976
12,0.0404877987562299,south,974
12,0.0404877987562299,slave,960
12,0.0404877987562299,british,875
12,0.0404877987562299,identity,855
12,0.0404877987562299,indian,811
12,0.0404877987562299,political,741
12,0.0404877987562299,americans,708
12,0.0404877987562299,people,697
12,0.0404877987562299,slavery,671
12,0.0404877987562299,latin,650
12,0.0404877987562299,postcolonial,645
12,0.0404877987562299,first,632
12,0.0404877987562299,europe,563
12,0.0404877987562299,western,562
12,0.0404877987562299,north,552
12,0.0404877987562299,ethnic,545
12,0.0404877987562299,nation,535
12,0.0404877987562299,part,534
12,0.0404877987562299,southern,532
12,0.0404877987562299,negro,511
12,0.0404877987562299,mexican,497
12,0.0404877987562299,war,494
12,0.0404877987562299,africa,479
12,0.0404877987562299,west,466
12,0.0404877987562299,often,446
12,0.0404877987562299,york,439
12,0.0404877987562299,tradition,423
12,0.0404877987562299,politics,416
12,0.0404877987562299,use,407
12,0.0404877987562299,ellison,392
12,0.0404877987562299,role,377
12,0.0404877987562299,global,374
12,0.0404877987562299,washington,373
13,0.0420459821191138,renaissance,2712
13,0.0420459821191138,greek,2377
13,0.0420459821191138,epic,2326
13,0.0420459821191138,classical,2229
13,0.0420459821191138,roman,1547
13,0.0420459821191138,montaigne,1265
13,0.0420459821191138,medieval,1171
13,0.0420459821191138,ancient,1062
13,0.0420459821191138,age,933
13,0.0420459821191138,tradition,824
13,0.0420459821191138,rabelais,772
13,0.0420459821191138,rome,721
13,0.0420459821191138,heroic,666
13,0.0420459821191138,erasmus,626
13,0.0420459821191138,sixteenth,578
13,0.0420459821191138,ronsard,545
13,0.0420459821191138,prose,511
13,0.0420459821191138,vergil,492
13,0.0420459821191138,imitation,464
13,0.0420459821191138,modern,426
13,0.0420459821191138,bellay,425
13,0.0420459821191138,humanist,402
13,0.0420459821191138,cicero,395
13,0.0420459821191138,ages,394
13,0.0420459821191138,learned,387
13,0.0420459821191138,fable,363
13,0.0420459821191138,pantagruel,324
13,0.0420459821191138,gods,323
13,0.0420459821191138,antiquity,315
13,0.0420459821191138,stoic,307
13,0.0420459821191138,aeneid,303
13,0.0420459821191138,latin,296
13,0.0420459821191138,greece,292
13,0.0420459821191138,learning,286
13,0.0420459821191138,genre,279
13,0.0420459821191138,centuries,276
13,0.0420459821191138,poet,276
13,0.0420459821191138,seneca,273
13,0.0420459821191138,greeks,272
13,0.0420459821191138,middle,251
13,0.0420459821191138,vernacular,251
13,0.0420459821191138,iliad,249
13,0.0420459821191138,achilles,243
13,0.0420459821191138,homeric,231
13,0.0420459821191138,literary,225
13,0.0420459821191138,authority,224
13,0.0420459821191138,seventeenth,220
13,0.0420459821191138,fables,218
13,0.0420459821191138,aeneas,216
13,0.0420459821191138,poetry,211
14,0.0178311685001848,irish,2167
14,0.0178311685001848,sonnet,2029
14,0.0178311685001848,sonnets,1917
14,0.0178311685001848,yeats,1111
14,0.0178311685001848,ireland,1001
14,0.0178311685001848,defoe,912
14,0.0178311685001848,pound,657
14,0.0178311685001848,robinson,599
14,0.0178311685001848,crusoe,520
14,0.0178311685001848,dublin,451
14,0.0178311685001848,bloom,314
14,0.0178311685001848,plague,261
14,0.0178311685001848,epiphany,250
14,0.0178311685001848,celtic,247
14,0.0178311685001848,thorpe,237
14,0.0178311685001848,island,236
14,0.0178311685001848,moll,212
14,0.0178311685001848,sequence,188
14,0.0178311685001848,exile,161
14,0.0178311685001848,blunt,133
14,0.0178311685001848,peasant,132
14,0.0178311685001848,make,125
14,0.0178311685001848,literally,122
14,0.0178311685001848,home,112
14,0.0178311685001848,years,110
14,0.0178311685001848,journal,108
14,0.0178311685001848,catholic,102
14,0.0178311685001848,made,100
14,0.0178311685001848,abbey,84
14,0.0178311685001848,wake,84
14,0.0178311685001848,used,83
14,0.0178311685001848,cantos,81
14,0.0178311685001848,swan,76
14,0.0178311685001848,general,73
14,0.0178311685001848,great,71
14,0.0178311685001848,little,70
14,0.0178311685001848,far,69
14,0.0178311685001848,permission,69
14,0.0178311685001848,eternity,69
14,0.0178311685001848,payne,67
14,0.0178311685001848,first,66
14,0.0178311685001848,hundred,66
14,0.0178311685001848,breaks,65
14,0.0178311685001848,complaints,64
14,0.0178311685001848,ship,64
14,0.0178311685001848,time,63
14,0.0178311685001848,two,63
14,0.0178311685001848,making,63
14,0.0178311685001848,sequences,63
14,0.0178311685001848,too,62
15,0.013685595187036,pe,4645
15,0.013685595187036,pat,3078
15,0.013685595187036,hym,1952
15,0.013685595187036,man,1184
15,0.013685595187036,ms,1163
15,0.013685595187036,bat,1139
15,0.013685595187036,king,1098
15,0.013685595187036,men,1051
15,0.013685595187036,haue,966
15,0.013685595187036,hem,949
15,0.013685595187036,god,865
15,0.013685595187036,grete,854
15,0.013685595187036,hys,837
15,0.013685595187036,made,833
15,0.013685595187036,kyng,780
15,0.013685595187036,bot,724
15,0.013685595187036,piers,697
15,0.013685595187036,hir,608
15,0.013685595187036,hit,605
15,0.013685595187036,pis,591
15,0.013685595187036,ponthus,571
15,0.013685595187036,sone,566
15,0.013685595187036,bi,563
15,0.013685595187036,said,561
15,0.013685595187036,ys,543
15,0.013685595187036,day,525
15,0.013685595187036,english,524
15,0.013685595187036,oure,513
15,0.013685595187036,lond,502
15,0.013685595187036,gret,495
15,0.013685595187036,ffor,481
15,0.013685595187036,ful,479
15,0.013685595187036,wold,450
15,0.013685595187036,gode,443
15,0.013685595187036,wel,437
15,0.013685595187036,sche,437
15,0.013685595187036,tyme,432
15,0.013685595187036,wele,426
15,0.013685595187036,pou,424
15,0.013685595187036,schal,421
15,0.013685595187036,hadde,407
15,0.013685595187036,went,388
15,0.013685595187036,lady,387
15,0.013685595187036,theym,387
15,0.013685595187036,full,382
15,0.013685595187036,make,377
15,0.013685595187036,wib,370
15,0.013685595187036,neuer,369
15,0.013685595187036,myght,363
15,0.013685595187036,ther,351
16,0.0530724687557658,mark,1073
16,0.0530724687557658,twain,896
16,0.0530724687557658,captain,888
16,0.0530724687557658,cooper,753
16,0.0530724687557658,city,691
16,0.0530724687557658,voyage,686
16,0.0530724687557658,ship,640
16,0.0530724687557658,land,621
16,0.0530724687557658,new,543
16,0.0530724687557658,near,539
16,0.0530724687557658,east,537
16,0.0530724687557658,years,522
16,0.0530724687557658,south,518
16,0.0530724687557658,river,515
16,0.0530724687557658,great,497
16,0.0530724687557658,miles,478
16,0.0530724687557658,north,462
16,0.0530724687557658,west,426
16,0.0530724687557658,men,423
16,0.0530724687557658,western,421
16,0.0530724687557658,indian,403
16,0.0530724687557658,old,384
16,0.0530724687557658,country,368
16,0.0530724687557658,journey,367
16,0.0530724687557658,map,349
16,0.0530724687557658,crew,347
16,0.0530724687557658,boat,339
16,0.0530724687557658,travel,337
16,0.0530724687557658,clemens,333
16,0.0530724687557658,came,312
16,0.0530724687557658,two,308
16,0.0530724687557658,called,305
16,0.0530724687557658,took,300
16,0.0530724687557658,island,297
16,0.0530724687557658,american,287
16,0.0530724687557658,town,277
16,0.0530724687557658,hundred,277
16,0.0530724687557658,left,273
16,0.0530724687557658,york,255
16,0.0530724687557658,chapter,254
16,0.0530724687557658,indians,251
16,0.0530724687557658,soon,249
16,0.0530724687557658,ahab,246
16,0.0530724687557658,confidence,244
16,0.0530724687557658,young,239
16,0.0530724687557658,large,239
16,0.0530724687557658,coast,238
16,0.0530724687557658,picturesque,238
16,0.0530724687557658,brought,236
16,0.0530724687557658,several,236
17,0.0226136599678098,beowulf,2216
17,0.0226136599678098,name,2139
17,0.0226136599678098,king,1909
17,0.0226136599678098,old,1598
17,0.0226136599678098,story,1192
17,0.0226136599678098,english,1156
17,0.0226136599678098,names,918
17,0.0226136599678098,made,837
17,0.0226136599678098,ff,771
17,0.0226136599678098,men,671
17,0.0226136599678098,form,670
17,0.0226136599678098,later,645
17,0.0226136599678098,danish,636
17,0.0226136599678098,great,632
17,0.0226136599678098,account,612
17,0.0226136599678098,early,609
17,0.0226136599678098,called,597
17,0.0226136599678098,part,537
17,0.0226136599678098,place,529
17,0.0226136599678098,saga,513
17,0.0226136599678098,man,512
17,0.0226136599678098,horn,501
17,0.0226136599678098,ok,463
17,0.0226136599678098,og,450
17,0.0226136599678098,germanic,435
17,0.0226136599678098,grendel,431
17,0.0226136599678098,original,426
17,0.0226136599678098,battle,424
17,0.0226136599678098,epic,422
17,0.0226136599678098,cp,409
17,0.0226136599678098,hero,404
17,0.0226136599678098,tradition,391
17,0.0226136599678098,century,391
17,0.0226136599678098,ancient,390
17,0.0226136599678098,probably,389
17,0.0226136599678098,cain,384
17,0.0226136599678098,historical,383
17,0.0226136599678098,welsh,382
17,0.0226136599678098,said,378
17,0.0226136599678098,british,369
17,0.0226136599678098,stone,368
17,0.0226136599678098,history,367
17,0.0226136599678098,passage,365
17,0.0226136599678098,appears,354
17,0.0226136599678098,fight,354
17,0.0226136599678098,known,353
17,0.0226136599678098,according,353
17,0.0226136599678098,legend,351
17,0.0226136599678098,version,350
17,0.0226136599678098,mentioned,344
18,0.0357774997543737,women,5510
18,0.0357774997543737,sexual,2841
18,0.0357774997543737,female,2649
18,0.0357774997543737,woman,2578
18,0.0357774997543737,gender,1907
18,0.0357774997543737,new,1871
18,0.0357774997543737,men,1728
18,0.0357774997543737,desire,1723
18,0.0357774997543737,feminist,1718
18,0.0357774997543737,body,1269
18,0.0357774997543737,sex,1037
18,0.0357774997543737,feminine,1034
18,0.0357774997543737,sexuality,878
18,0.0357774997543737,masculine,865
18,0.0357774997543737,mother,787
18,0.0357774997543737,woolf,761
18,0.0357774997543737,pleasure,732
18,0.0357774997543737,virginia,699
